"id_persona_pr","nme_genero_pr","id_niv_form_pr","id_clas_pr","edad_anos_pr","nme_region_gr","nme_area_gr","Actividades","LugarActualTrabajo","cant_libros","cant_lineas","cant_tgs","cant_art"
34096,"masculino","3","ij",55,"distrito capital","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
34398,"masculino","4","is",43,"region eje cafetero","medicina basica","Actividades de administración","Universidad","No especificado","4 o más líneas","Entre 16 y 30","Más de 45"
34460,"masculino","4","ie",67,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","3 o más libros","4 o más líneas","Entre 16 y 30","Más de 45"
34627,"masculino","4","is",46,"region caribe","ciencias de la salud","Actividades de investigación","Universidad","1 libro","4 o más líneas","Entre 16 y 30","Entre 16 y 30"
35141,"masculino","5","is",43,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
35701,"femenino","3","ij",24,"region eje cafetero","psicologia","Actividades de administración","Otras IE","1 libro","No especificado","15 o menos","15 o menos"
36129,"masculino","3","is",54,"region pacifico","ciencias de la salud","Actividades de investigación","Universidad","No especificado","4 o más líneas","15 o menos","Entre 31 y 45"
36136,"femenino","1","ij",26,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
36161,"femenino","4","i",48,"region pacifico","ciencias de la salud","Actividades de docencia","Universidad","1 libro","3 líneas","Entre 16 y 30","Entre 16 y 30"
36337,"masculino","d","ij",33,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
37351,"femenino","3","ij",36,"region caribe","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
37392,"femenino","3","ij",39,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","15 o menos"
37558,"femenino","3","is",44,"distrito capital","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
38020,"masculino","3","ij",37,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","1 libro","No especificado","15 o menos","15 o menos"
38105,"femenino","4","is",53,"exterior","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
38450,"femenino","4","ij",59,"region pacifico","medicina basica","Actividades de docencia","Universidad","No especificado","No especificado","15 o menos","Más de 45"
38705,"femenino","d","ij",31,"region caribe","medicina clinica","No especificado","No especificado","No especificado","No especificado","No especificado","15 o menos"
38740,"masculino","4","is",54,"region eje cafetero","biotecnologia en salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
39250,"femenino","4","is",57,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
39314,"femenino","3","ij",59,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
39906,"femenino","3","i",53,"region caribe","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
40096,"femenino","4","i",59,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
40834,"femenino","2","ij",24,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
40924,"masculino","4","i",60,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
40964,"masculino","4","is",72,"region pacifico","psicologia","No especificado","Universidad","3 o más libros","1 línea","Más de 45","Más de 45"
41015,"masculino","2","ij",29,"region caribe","ciencias de la salud","Actividades de administración","Otros lugares","No especificado","2 líneas","No especificado","Entre 16 y 30"
41432,"masculino","5","is",57,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
41440,"femenino","5","is",55,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
41467,"masculino","4","is",51,"distrito capital","medicina basica","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
43290,"masculino","5","ie",66,"centro oriente","medicina clinica","No especificado","Otros lugares","3 o más libros","4 o más líneas","15 o menos","Más de 45"
43451,"masculino","4","i",52,"region eje cafetero","ciencias de la salud","No especificado","Universidad","2 libros","4 o más líneas","Entre 31 y 45","Más de 45"
43559,"femenino","5","is",48,"region pacifico","ciencias de la salud","Actividades de administración","Universidad","No especificado","4 o más líneas","Entre 31 y 45","Más de 45"
43563,"femenino","3","ij",30,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
43567,"masculino","3","i",58,"region eje cafetero","ciencias de la salud","Actividades de administración","Otros lugares","2 libros","4 o más líneas","15 o menos","Entre 16 y 30"
43575,"femenino","4","ij",45,"region pacifico","medicina clinica","Actividades de administración","Universidad","1 libro","2 líneas","Entre 16 y 30","Más de 45"
43630,"femenino","4","ij",45,"region eje cafetero","medicina basica","Actividades de docencia","Universidad","No especificado","1 línea","No especificado","15 o menos"
43648,"femenino","3","is",41,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","1 libro","2 líneas","Entre 16 y 30","Entre 16 y 30"
43826,"masculino","5","is",55,"region eje cafetero","ciencias de la salud","Actividades de administración","Universidad","1 libro","2 líneas","Más de 45","Más de 45"
43834,"femenino","3","ij",60,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
44000,"masculino","d","ij",49,"region pacifico","medicina clinica","Actividades de administración","Hospital / Clínica","No especificado","No especificado","No especificado","15 o menos"
44206,"masculino","3","ij",36,"region eje cafetero","medicina clinica","Actividades de administración","Universidad","No especificado","2 líneas","15 o menos","Entre 31 y 45"
44541,"masculino","3","ij",51,"distrito capital","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
44891,"masculino","d","ij",70,"region pacifico","medicina clinica","No especificado","No especificado","No especificado","3 líneas","No especificado","Entre 16 y 30"
45071,"femenino","3","ij",36,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
45145,"femenino","2","ij",42,"distrito capital","ciencias de la salud","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
45436,"femenino","3","ij",33,"centro oriente","ciencias de la salud","Actividades de administración","Universidad","No especificado","No especificado","Entre 16 y 30","15 o menos"
45683,"femenino","4","is",50,"region eje cafetero","psicologia","No especificado","No especificado","No especificado","No especificado","No especificado","No especificado"
45746,"femenino","d","ij",42,"region eje cafetero","medicina clinica","No especificado","No especificado","No especificado","2 líneas","No especificado","Entre 16 y 30"
